epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,887.288,0.96629,0.65334,0.97444,0.89318,0.75096,0.86943,0.65285,0.84156,0.54593,0.93563,0.000749939,0.000749939,0.000749939
26,922.433,0.96006,0.65185,0.96988,0.88773,0.76588,0.86972,0.64965,0.82963,0.5436,0.93145,0.000721645,0.000721645,0.000721645
27,958.426,0.95002,0.63752,0.96692,0.8796,0.76542,0.86889,0.6532,0.8207,0.5372,0.92612,0.000693351,0.000693351,0.000693351
28,994.238,0.94361,0.6311,0.96456,0.88185,0.7906,0.8752,0.65761,0.81246,0.53462,0.93073,0.000665057,0.000665057,0.000665057
29,1029.44,0.94262,0.63284,0.96348,0.90576,0.78774,0.89078,0.6745,0.81042,0.53551,0.93144,0.000636762,0.000636762,0.000636762
30,1064.63,0.93505,0.62712,0.96321,0.89561,0.7982,0.89814,0.67885,0.79643,0.51599,0.92244,0.000608468,0.000608468,0.000608468
31,1099.88,0.91991,0.61279,0.95565,0.90729,0.79079,0.8981,0.68156,0.79837,0.51452,0.92245,0.000580174,0.000580174,0.000580174
32,1135.07,0.91928,0.61394,0.95648,0.91754,0.80355,0.90559,0.68563,0.79464,0.50727,0.92044,0.00055188,0.00055188,0.00055188
33,1170.2,0.91359,0.60548,0.95369,0.9305,0.78814,0.90056,0.68795,0.78095,0.49975,0.91429,0.000523586,0.000523586,0.000523586
34,1205.37,0.90739,0.60288,0.95219,0.91688,0.79694,0.90353,0.69071,0.77436,0.49665,0.9131,0.000495291,0.000495291,0.000495291
35,1240.67,0.89663,0.59242,0.94691,0.91887,0.81061,0.91185,0.69678,0.7766,0.49045,0.91624,0.000466997,0.000466997,0.000466997
36,1275.73,0.89006,0.58548,0.94514,0.91789,0.80221,0.91001,0.69732,0.77438,0.48949,0.91304,0.000438703,0.000438703,0.000438703
37,1310.87,0.88787,0.58363,0.94431,0.92688,0.82729,0.91913,0.71087,0.75968,0.48615,0.90689,0.000410409,0.000410409,0.000410409
38,1345.99,0.87431,0.57385,0.93984,0.92171,0.82821,0.91963,0.70721,0.76231,0.49044,0.90725,0.000382115,0.000382115,0.000382115
39,1381.24,0.87163,0.57259,0.94049,0.91305,0.81766,0.91661,0.70838,0.75995,0.47681,0.90433,0.00035382,0.00035382,0.00035382
40,1416.28,0.86856,0.56894,0.93752,0.91472,0.84581,0.92371,0.71222,0.75873,0.47669,0.90439,0.000325526,0.000325526,0.000325526
41,1469.9,0.75959,0.47221,0.89562,0.92674,0.83915,0.92768,0.71887,0.74947,0.46918,0.90492,0.000297232,0.000297232,0.000297232
42,1504.14,0.74812,0.46151,0.89198,0.92676,0.83457,0.92799,0.72306,0.74273,0.465,0.8997,0.000268938,0.000268938,0.000268938
43,1539.5,0.74035,0.45743,0.88754,0.91286,0.8431,0.93027,0.72464,0.73166,0.46239,0.89717,0.000240644,0.000240644,0.000240644
44,1573.75,0.73186,0.45209,0.88782,0.92781,0.8427,0.93485,0.72904,0.72573,0.45693,0.89618,0.000212349,0.000212349,0.000212349
45,1608.16,0.72455,0.4464,0.88134,0.90439,0.85638,0.93315,0.73208,0.72141,0.45782,0.89358,0.000184055,0.000184055,0.000184055
46,1642.49,0.71993,0.44287,0.88491,0.91346,0.86616,0.93586,0.73875,0.72019,0.45523,0.89195,0.000155761,0.000155761,0.000155761
47,1676.81,0.70983,0.43691,0.87966,0.93216,0.84971,0.93588,0.73746,0.71629,0.45199,0.89454,0.000127467,0.000127467,0.000127467
48,1711,0.70381,0.43377,0.87802,0.93253,0.85468,0.94065,0.74082,0.71351,0.44931,0.89233,9.91726e-05,9.91726e-05,9.91726e-05
49,1745.23,0.70032,0.42985,0.87515,0.92177,0.86142,0.9407,0.7422,0.71031,0.44752,0.89102,7.08784e-05,7.08784e-05,7.08784e-05
50,1779.64,0.6913,0.42606,0.8737,0.92283,0.8564,0.94106,0.74342,0.7064,0.44503,0.88891,4.25842e-05,4.25842e-05,4.25842e-05
