epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,582.913,1.05538,0.73831,1.01007,0.83204,0.7553,0.82165,0.5858,0.92523,0.62047,0.97876,0.009472,0.009472,0.009472
18,614.248,1.04594,0.73522,1.00829,0.83775,0.75193,0.8392,0.60349,0.9162,0.61509,0.97464,0.009439,0.009439,0.009439
19,645.617,1.04012,0.72639,1.00245,0.85876,0.73777,0.83031,0.60276,0.90249,0.6093,0.96152,0.009406,0.009406,0.009406
20,677.032,1.03531,0.71844,1.00108,0.84026,0.7548,0.83662,0.60936,0.89036,0.59328,0.967,0.009373,0.009373,0.009373
21,708.444,1.02635,0.71607,1.00252,0.8463,0.74891,0.84306,0.61868,0.892,0.59876,0.96545,0.00934,0.00934,0.00934
22,739.844,1.01592,0.69818,0.99785,0.86941,0.76845,0.85257,0.61738,0.89038,0.59006,0.97272,0.009307,0.009307,0.009307
23,771.412,1.00457,0.68922,0.99218,0.90112,0.72231,0.84454,0.61471,0.87296,0.58625,0.95695,0.009274,0.009274,0.009274
24,803.075,0.9962,0.68428,0.99024,0.91945,0.74831,0.86437,0.63899,0.87759,0.56885,0.96011,0.009241,0.009241,0.009241
25,834.536,0.99904,0.67871,0.99027,0.85336,0.78991,0.86639,0.64091,0.86089,0.56415,0.95489,0.009208,0.009208,0.009208
26,866.075,1.00184,0.68448,0.99059,0.86681,0.78116,0.86426,0.64402,0.84681,0.56067,0.95268,0.009175,0.009175,0.009175
27,897.634,0.98996,0.66635,0.98716,0.89305,0.7671,0.86243,0.64033,0.8535,0.56202,0.95384,0.009142,0.009142,0.009142
28,929.214,0.98362,0.66601,0.98358,0.89978,0.7682,0.86406,0.64073,0.84466,0.56491,0.95092,0.009109,0.009109,0.009109
29,960.803,0.98428,0.66723,0.98206,0.90328,0.76989,0.87415,0.65267,0.83907,0.54805,0.94477,0.009076,0.009076,0.009076
30,992.433,0.98255,0.66476,0.98479,0.89989,0.7541,0.86661,0.64968,0.83081,0.54492,0.94545,0.009043,0.009043,0.009043
31,1023.98,0.96822,0.64886,0.97545,0.89088,0.77468,0.87771,0.65531,0.82735,0.53571,0.94749,0.00901,0.00901,0.00901
32,1055.52,0.96819,0.65073,0.9784,0.91657,0.75685,0.87612,0.6604,0.81601,0.5363,0.94065,0.008977,0.008977,0.008977
33,1086.99,0.96355,0.64581,0.97429,0.90536,0.76166,0.88463,0.66309,0.81891,0.53844,0.94078,0.008944,0.008944,0.008944
34,1118.49,0.96055,0.64577,0.97518,0.8822,0.80022,0.88549,0.66617,0.81133,0.52654,0.93727,0.008911,0.008911,0.008911
35,1150.05,0.953,0.63841,0.97094,0.8923,0.81148,0.89834,0.67774,0.81125,0.52312,0.93747,0.008878,0.008878,0.008878
36,1181.52,0.94737,0.63198,0.9695,0.86203,0.82406,0.90234,0.67406,0.8066,0.51862,0.93982,0.008845,0.008845,0.008845
37,1213.04,0.95039,0.63592,0.97097,0.89063,0.81863,0.90519,0.69057,0.79953,0.51387,0.93572,0.008812,0.008812,0.008812
38,1244.57,0.93996,0.62592,0.96687,0.90233,0.8177,0.90827,0.68184,0.80127,0.51625,0.93757,0.008779,0.008779,0.008779
39,1276.28,0.93692,0.62531,0.96797,0.89116,0.80856,0.90432,0.67951,0.80234,0.51889,0.93788,0.008746,0.008746,0.008746
40,1307.95,0.93868,0.62351,0.96653,0.92207,0.82188,0.90597,0.6841,0.80029,0.51235,0.93462,0.008713,0.008713,0.008713
41,1339.57,0.93083,0.61971,0.961,0.92542,0.80094,0.9025,0.68864,0.78554,0.49728,0.93312,0.00868,0.00868,0.00868
42,1371.21,0.93118,0.61474,0.96234,0.91365,0.82855,0.91466,0.68529,0.79477,0.49618,0.93353,0.008647,0.008647,0.008647
43,1402.79,0.92765,0.61371,0.96155,0.90396,0.83359,0.9169,0.69951,0.78449,0.49001,0.9306,0.008614,0.008614,0.008614
44,1434.35,0.92518,0.61224,0.96063,0.90324,0.81836,0.90715,0.69866,0.77606,0.49291,0.92752,0.008581,0.008581,0.008581
45,1465.88,0.92113,0.6069,0.96005,0.92506,0.83484,0.91721,0.69816,0.77748,0.49363,0.92733,0.008548,0.008548,0.008548
46,1497.41,0.91798,0.6057,0.95832,0.93894,0.8323,0.92544,0.70739,0.77511,0.48673,0.92289,0.008515,0.008515,0.008515
47,1528.85,0.90864,0.59918,0.95527,0.9208,0.83949,0.92083,0.70279,0.77239,0.4809,0.92463,0.008482,0.008482,0.008482
48,1560.43,0.91101,0.59847,0.95607,0.90579,0.83343,0.92142,0.70474,0.76213,0.48048,0.92195,0.008449,0.008449,0.008449
49,1591.94,0.91367,0.59903,0.95711,0.9122,0.85354,0.92728,0.71603,0.7623,0.47295,0.9213,0.008416,0.008416,0.008416
50,1623.61,0.91023,0.59955,0.95586,0.92724,0.85364,0.93161,0.7103,0.77275,0.47592,0.925,0.008383,0.008383,0.008383
51,1655.21,0.90824,0.59494,0.95637,0.89934,0.86585,0.9276,0.71536,0.76443,0.47654,0.92616,0.00835,0.00835,0.00835
52,1686.75,0.90624,0.59435,0.95395,0.92536,0.84953,0.93069,0.72045,0.75277,0.473,0.921,0.008317,0.008317,0.008317
53,1718.46,0.89763,0.58997,0.9545,0.94022,0.82734,0.92853,0.71262,0.75317,0.47583,0.92304,0.008284,0.008284,0.008284
54,1750.03,0.89724,0.58784,0.95111,0.93202,0.85039,0.93279,0.71649,0.74444,0.46616,0.91825,0.008251,0.008251,0.008251
55,1781.58,0.89399,0.5835,0.95128,0.92562,0.86099,0.93518,0.72163,0.74749,0.46083,0.91784,0.008218,0.008218,0.008218
56,1813.16,0.89864,0.58923,0.95403,0.92357,0.86381,0.93461,0.72213,0.75017,0.4626,0.92001,0.008185,0.008185,0.008185
57,1844.87,0.88906,0.58106,0.94861,0.92352,0.85541,0.93077,0.72305,0.74494,0.46192,0.91547,0.008152,0.008152,0.008152
58,1876.49,0.87893,0.57992,0.94587,0.90678,0.85202,0.93098,0.72183,0.74073,0.45568,0.91501,0.008119,0.008119,0.008119
59,1908.14,0.88194,0.57769,0.94466,0.93437,0.84786,0.93276,0.72298,0.73702,0.45275,0.91545,0.008086,0.008086,0.008086
60,1939.73,0.88061,0.57583,0.94696,0.93355,0.84603,0.93262,0.72914,0.73374,0.45392,0.91479,0.008053,0.008053,0.008053
61,1971.42,0.88534,0.57318,0.94473,0.93279,0.85136,0.93876,0.72814,0.72816,0.44649,0.9109,0.00802,0.00802,0.00802
62,2003,0.88228,0.57483,0.94471,0.92877,0.84136,0.94054,0.73374,0.72957,0.44919,0.91137,0.007987,0.007987,0.007987
63,2034.73,0.87718,0.57269,0.94353,0.93625,0.85403,0.94459,0.73588,0.73545,0.44681,0.91332,0.007954,0.007954,0.007954
64,2066.33,0.87366,0.56526,0.94197,0.9473,0.86592,0.94394,0.73538,0.72915,0.4424,0.90985,0.007921,0.007921,0.007921
65,2097.94,0.87627,0.56946,0.94194,0.93492,0.8818,0.94559,0.73652,0.72383,0.44336,0.91137,0.007888,0.007888,0.007888
66,2129.45,0.87736,0.5705,0.94183,0.93978,0.86112,0.94668,0.73443,0.72171,0.44252,0.90795,0.007855,0.007855,0.007855
67,2160.99,0.87042,0.56654,0.94238,0.93037,0.864,0.94477,0.74486,0.71516,0.43525,0.90734,0.007822,0.007822,0.007822
68,2192.51,0.86626,0.56485,0.93983,0.93996,0.8665,0.94791,0.74266,0.71545,0.43328,0.90874,0.007789,0.007789,0.007789
69,2225.1,0.86237,0.55931,0.93418,0.92813,0.87701,0.94927,0.74696,0.70839,0.43197,0.90483,0.007756,0.007756,0.007756
70,2258.14,0.85916,0.56096,0.93701,0.92694,0.87457,0.94766,0.74663,0.70811,0.43293,0.90334,0.007723,0.007723,0.007723
71,2290.21,0.86669,0.56144,0.94122,0.93271,0.87285,0.94558,0.74859,0.7075,0.43024,0.9053,0.00769,0.00769,0.00769
72,2323.35,0.85133,0.55319,0.93623,0.93077,0.87639,0.95091,0.75031,0.70622,0.43319,0.90396,0.007657,0.007657,0.007657
73,2355.31,0.85668,0.55739,0.93602,0.93483,0.87982,0.94731,0.75316,0.70367,0.43093,0.90391,0.007624,0.007624,0.007624
74,2386.96,0.85506,0.5556,0.93619,0.92156,0.86971,0.94757,0.7541,0.69671,0.43096,0.90133,0.007591,0.007591,0.007591
75,2418.89,0.85106,0.55095,0.93277,0.9307,0.87623,0.95239,0.7472,0.70011,0.42831,0.90366,0.007558,0.007558,0.007558
76,2450.59,0.85184,0.54934,0.93456,0.9314,0.87996,0.95302,0.75571,0.69558,0.42498,0.9004,0.007525,0.007525,0.007525
77,2482.31,0.85269,0.55137,0.93503,0.92589,0.88885,0.95654,0.76029,0.69656,0.42479,0.89957,0.007492,0.007492,0.007492
78,2513.93,0.84536,0.54464,0.93123,0.93769,0.89016,0.95565,0.75931,0.69553,0.42193,0.89978,0.007459,0.007459,0.007459
79,2545.66,0.84758,0.5482,0.93106,0.94703,0.88771,0.95552,0.76069,0.69622,0.42104,0.89934,0.007426,0.007426,0.007426
80,2577.43,0.84485,0.54623,0.92897,0.94016,0.88853,0.9562,0.75956,0.69462,0.42067,0.89777,0.007393,0.007393,0.007393
81,2609.19,0.8405,0.54352,0.92774,0.94761,0.89577,0.95857,0.76074,0.69144,0.41671,0.89739,0.00736,0.00736,0.00736
82,2640.96,0.84611,0.54428,0.92983,0.94478,0.90111,0.95827,0.76259,0.68818,0.41759,0.89677,0.007327,0.007327,0.007327
83,2672.56,0.8387,0.53926,0.92787,0.93466,0.90199,0.95736,0.76362,0.68722,0.42101,0.89634,0.007294,0.007294,0.007294
84,2704.39,0.84475,0.54278,0.93242,0.9335,0.89586,0.95758,0.76309,0.68411,0.41972,0.89407,0.007261,0.007261,0.007261
85,2736.13,0.84074,0.54067,0.93022,0.92865,0.91247,0.95782,0.76734,0.68146,0.41453,0.89373,0.007228,0.007228,0.007228
86,2767.97,0.83867,0.54232,0.92983,0.94573,0.90303,0.95825,0.76854,0.68162,0.41448,0.89345,0.007195,0.007195,0.007195
87,2799.71,0.84012,0.54346,0.9307,0.9447,0.90497,0.96052,0.76781,0.67736,0.41471,0.89133,0.007162,0.007162,0.007162
88,2831.47,0.83926,0.54099,0.92776,0.93973,0.91864,0.96269,0.77021,0.6776,0.41301,0.89303,0.007129,0.007129,0.007129
89,2863.25,0.83272,0.53604,0.92737,0.94113,0.90191,0.95902,0.76859,0.67615,0.41407,0.89248,0.007096,0.007096,0.007096
90,2894.91,0.83492,0.53766,0.92766,0.93025,0.90939,0.95847,0.77227,0.67216,0.41093,0.89051,0.007063,0.007063,0.007063
91,2926.8,0.83566,0.53554,0.92785,0.95391,0.89581,0.96147,0.77332,0.67277,0.40795,0.89037,0.00703,0.00703,0.00703
92,2958.63,0.83319,0.5372,0.92914,0.9449,0.90464,0.96069,0.77432,0.67199,0.40931,0.88974,0.006997,0.006997,0.006997
93,2990.3,0.82386,0.53176,0.92496,0.95633,0.89833,0.96339,0.77788,0.66887,0.40595,0.88866,0.006964,0.006964,0.006964
94,3022.06,0.82213,0.52543,0.92389,0.94011,0.9059,0.96207,0.77407,0.66978,0.40637,0.88921,0.006931,0.006931,0.006931
95,3053.83,0.82718,0.53081,0.92444,0.93768,0.91068,0.96256,0.77826,0.66846,0.40701,0.88985,0.006898,0.006898,0.006898
96,3085.63,0.82317,0.52717,0.9231,0.93728,0.91447,0.96157,0.78038,0.66537,0.40581,0.88817,0.006865,0.006865,0.006865
97,3117.41,0.82352,0.52605,0.92281,0.93802,0.90859,0.96236,0.77987,0.66439,0.40541,0.88749,0.006832,0.006832,0.006832
98,3149.14,0.82378,0.52609,0.92389,0.94709,0.9096,0.9621,0.779,0.66346,0.40418,0.88771,0.006799,0.006799,0.006799
99,3180.88,0.81147,0.52445,0.9205,0.93888,0.90473,0.96137,0.78102,0.66066,0.4035,0.88809,0.006766,0.006766,0.006766
100,3212.64,0.81732,0.52685,0.92149,0.94614,0.90502,0.96175,0.78302,0.66057,0.40344,0.88807,0.006733,0.006733,0.006733
101,3244.44,0.8132,0.52016,0.91787,0.94872,0.90635,0.96229,0.78129,0.65995,0.40302,0.88861,0.0067,0.0067,0.0067
102,3276.15,0.82122,0.52684,0.92035,0.94977,0.90862,0.96304,0.77836,0.65842,0.40146,0.88821,0.006667,0.006667,0.006667
103,3307.99,0.8116,0.52069,0.92012,0.94573,0.91542,0.96343,0.78251,0.65627,0.39879,0.88765,0.006634,0.006634,0.006634
104,3339.73,0.81305,0.52181,0.91935,0.95221,0.90573,0.96387,0.78466,0.65307,0.39754,0.88597,0.006601,0.006601,0.006601
105,3372.73,0.80857,0.52142,0.91722,0.93785,0.9197,0.96432,0.78241,0.65125,0.39724,0.88567,0.006568,0.006568,0.006568
106,3405.04,0.80521,0.51717,0.9171,0.94434,0.91823,0.9645,0.7828,0.65091,0.39582,0.88606,0.006535,0.006535,0.006535
107,3437.59,0.80408,0.51903,0.91826,0.94812,0.91758,0.96422,0.78443,0.64854,0.39481,0.8853,0.006502,0.006502,0.006502
108,3469.65,0.8115,0.51826,0.91856,0.94686,0.91455,0.9645,0.78635,0.6468,0.39388,0.8845,0.006469,0.006469,0.006469
109,3501.77,0.80818,0.51445,0.91637,0.94791,0.90956,0.96497,0.78395,0.64729,0.39378,0.88424,0.006436,0.006436,0.006436
110,3533.42,0.80389,0.51556,0.91552,0.94528,0.91578,0.96467,0.78458,0.64747,0.394,0.88412,0.006403,0.006403,0.006403
111,3565.33,0.8065,0.5161,0.91649,0.94353,0.911,0.96468,0.7895,0.6469,0.3924,0.88403,0.00637,0.00637,0.00637
112,3597.34,0.81365,0.52057,0.91907,0.9435,0.92038,0.96487,0.78574,0.64644,0.39168,0.88378,0.006337,0.006337,0.006337
113,3629.33,0.80875,0.51589,0.9171,0.94741,0.91426,0.96466,0.78695,0.64674,0.39246,0.88341,0.006304,0.006304,0.006304
114,3661.1,0.79323,0.50871,0.91485,0.94612,0.91653,0.96474,0.78918,0.64569,0.39317,0.88301,0.006271,0.006271,0.006271
115,3693.06,0.80356,0.51184,0.91597,0.94546,0.91465,0.96419,0.79013,0.644,0.39211,0.88232,0.006238,0.006238,0.006238
116,3725.02,0.80257,0.51315,0.91644,0.95587,0.90169,0.96431,0.79122,0.64403,0.39076,0.88248,0.006205,0.006205,0.006205
117,3756.98,0.79582,0.51144,0.91317,0.95047,0.90602,0.96452,0.79135,0.64247,0.39057,0.88224,0.006172,0.006172,0.006172
118,3788.96,0.79796,0.51096,0.91603,0.93348,0.92242,0.96542,0.79134,0.64087,0.39094,0.88169,0.006139,0.006139,0.006139
119,3820.94,0.79392,0.50932,0.91341,0.94344,0.90812,0.96517,0.79341,0.63981,0.38976,0.88154,0.006106,0.006106,0.006106
120,3852.8,0.79593,0.51167,0.91441,0.94983,0.89913,0.96501,0.79278,0.63893,0.39008,0.88142,0.006073,0.006073,0.006073
121,3884.63,0.78934,0.50324,0.91274,0.93303,0.92133,0.9648,0.79525,0.63798,0.38947,0.88139,0.00604,0.00604,0.00604
122,3916.62,0.78915,0.50321,0.91041,0.95332,0.90748,0.96544,0.79398,0.63746,0.38902,0.88127,0.006007,0.006007,0.006007
123,3948.54,0.79023,0.50511,0.91257,0.95144,0.90573,0.96538,0.79466,0.63585,0.38894,0.88091,0.005974,0.005974,0.005974
124,3981.37,0.79208,0.50521,0.9112,0.94769,0.91423,0.96568,0.79535,0.63421,0.38877,0.88004,0.005941,0.005941,0.005941
125,4013.23,0.78829,0.50231,0.91149,0.94686,0.91841,0.96586,0.79661,0.63356,0.38824,0.87952,0.005908,0.005908,0.005908
126,4045.24,0.78785,0.50236,0.91046,0.94882,0.91761,0.96609,0.79826,0.63267,0.38865,0.87932,0.005875,0.005875,0.005875
127,4077.27,0.78682,0.50382,0.90983,0.94998,0.91892,0.96644,0.7985,0.63229,0.38853,0.8788,0.005842,0.005842,0.005842
128,4109.26,0.78369,0.49927,0.91048,0.95673,0.91472,0.96675,0.79636,0.63133,0.38768,0.87813,0.005809,0.005809,0.005809
129,4141.26,0.78932,0.50313,0.91125,0.95586,0.91649,0.96714,0.79886,0.62972,0.38632,0.87779,0.005776,0.005776,0.005776
130,4173.26,0.7805,0.49875,0.90813,0.95346,0.91539,0.9674,0.79901,0.62974,0.38584,0.87762,0.005743,0.005743,0.005743
131,4205.22,0.78285,0.50039,0.90998,0.95599,0.91975,0.96841,0.79887,0.62891,0.38494,0.87745,0.00571,0.00571,0.00571
132,4237.17,0.77754,0.49478,0.90711,0.94543,0.92798,0.96817,0.7974,0.62885,0.38452,0.87721,0.005677,0.005677,0.005677
133,4269.06,0.77988,0.49629,0.90857,0.94223,0.93247,0.96866,0.79947,0.62834,0.38447,0.87682,0.005644,0.005644,0.005644
134,4301.04,0.77949,0.49455,0.90995,0.94947,0.92683,0.96918,0.79971,0.62715,0.38343,0.87653,0.005611,0.005611,0.005611
135,4333.07,0.77401,0.4946,0.9079,0.94737,0.92829,0.96935,0.80167,0.62673,0.38315,0.87648,0.005578,0.005578,0.005578
136,4365.2,0.77668,0.49092,0.9068,0.94915,0.92974,0.96953,0.80186,0.62567,0.38208,0.87612,0.005545,0.005545,0.005545
137,4397.25,0.77244,0.49321,0.90665,0.95012,0.9299,0.97006,0.80239,0.62496,0.38148,0.87577,0.005512,0.005512,0.005512
138,4429.52,0.77555,0.4927,0.90322,0.95761,0.9228,0.97023,0.80262,0.62403,0.38159,0.87552,0.005479,0.005479,0.005479
139,4461.68,0.76494,0.48678,0.90404,0.95964,0.921,0.96989,0.80268,0.62347,0.38127,0.87535,0.005446,0.005446,0.005446
140,4493.78,0.76986,0.49078,0.90535,0.95232,0.92434,0.9698,0.8036,0.62238,0.38101,0.87499,0.005413,0.005413,0.005413
141,4525.99,0.77206,0.49039,0.90667,0.95159,0.92666,0.97008,0.80352,0.62206,0.38069,0.87487,0.00538,0.00538,0.00538
142,4558.22,0.76853,0.48711,0.90359,0.95188,0.92866,0.97008,0.8049,0.62147,0.37944,0.87478,0.005347,0.005347,0.005347
143,4591.96,0.76353,0.48565,0.9065,0.95436,0.93029,0.9703,0.80655,0.62013,0.37837,0.87433,0.005314,0.005314,0.005314
144,4626.04,0.76702,0.48505,0.90581,0.95345,0.93173,0.97055,0.80733,0.61896,0.3784,0.87405,0.005281,0.005281,0.005281
145,4659.04,0.76785,0.48782,0.90447,0.95356,0.93048,0.97085,0.80828,0.61827,0.37761,0.87393,0.005248,0.005248,0.005248
146,4691.66,0.77574,0.49327,0.90928,0.95382,0.93125,0.97117,0.80816,0.61761,0.37728,0.87367,0.005215,0.005215,0.005215
147,4724.07,0.76638,0.48548,0.90368,0.95429,0.93017,0.97126,0.81008,0.61717,0.3768,0.87354,0.005182,0.005182,0.005182
148,4756.97,0.76573,0.48591,0.90289,0.95507,0.92901,0.97147,0.81019,0.61668,0.37605,0.87332,0.005149,0.005149,0.005149
149,4789.4,0.76563,0.48918,0.9045,0.95606,0.93067,0.97181,0.81046,0.61615,0.37568,0.8731,0.005116,0.005116,0.005116
150,4821.86,0.76694,0.48803,0.90302,0.9567,0.93104,0.97181,0.80977,0.61564,0.37571,0.87287,0.005083,0.005083,0.005083
151,4854.65,0.76484,0.48515,0.90245,0.95726,0.93025,0.97218,0.81011,0.61529,0.37526,0.87261,0.00505,0.00505,0.00505
152,4889.83,0.76218,0.4827,0.90292,0.95824,0.92936,0.97245,0.80948,0.61493,0.37438,0.8724,0.005017,0.005017,0.005017
153,4925.23,0.76671,0.48723,0.9035,0.95887,0.92942,0.97276,0.80959,0.61427,0.3741,0.8722,0.004984,0.004984,0.004984
154,4960.88,0.76255,0.48492,0.90176,0.96107,0.92876,0.97305,0.81056,0.61368,0.3737,0.872,0.004951,0.004951,0.004951
155,4996.96,0.75784,0.48272,0.90037,0.9611,0.92966,0.9732,0.81129,0.61346,0.37369,0.87194,0.004918,0.004918,0.004918
156,5033.02,0.7633,0.48407,0.90353,0.96045,0.93177,0.97332,0.81038,0.61269,0.37321,0.87176,0.004885,0.004885,0.004885
157,5069.76,0.76038,0.48305,0.9022,0.96104,0.93122,0.97353,0.81026,0.61221,0.37269,0.87166,0.004852,0.004852,0.004852
158,5106.8,0.75791,0.4804,0.89954,0.95862,0.9304,0.97371,0.80886,0.61173,0.37242,0.87148,0.004819,0.004819,0.004819
159,5143.57,0.75296,0.4746,0.89772,0.95847,0.92983,0.97377,0.81018,0.61145,0.3725,0.87145,0.004786,0.004786,0.004786
160,5180.18,0.76017,0.48126,0.90316,0.95861,0.92976,0.9739,0.81001,0.6109,0.37183,0.87127,0.004753,0.004753,0.004753
161,5217.02,0.74882,0.47388,0.89692,0.95892,0.9302,0.97399,0.81062,0.60999,0.37151,0.87101,0.00472,0.00472,0.00472
162,5253.87,0.75065,0.47567,0.89833,0.95727,0.92843,0.97382,0.80899,0.60967,0.37144,0.87087,0.004687,0.004687,0.004687
163,5290.85,0.74833,0.47698,0.90019,0.96504,0.92549,0.97386,0.80977,0.60951,0.37142,0.87077,0.004654,0.004654,0.004654
164,5327.38,0.75476,0.47512,0.90054,0.9666,0.9252,0.97386,0.81026,0.60902,0.37105,0.87056,0.004621,0.004621,0.004621
165,5364.33,0.74195,0.46791,0.89388,0.96358,0.92619,0.97364,0.81056,0.60878,0.37074,0.87048,0.004588,0.004588,0.004588
166,5401.01,0.74821,0.47337,0.8982,0.9592,0.92939,0.97364,0.81128,0.60868,0.37089,0.8704,0.004555,0.004555,0.004555
167,5437.31,0.7401,0.46596,0.89225,0.96401,0.92835,0.97405,0.81104,0.60851,0.37071,0.87037,0.004522,0.004522,0.004522
168,5474.05,0.74955,0.47453,0.8966,0.96147,0.92837,0.9739,0.81049,0.60844,0.3707,0.87042,0.004489,0.004489,0.004489
169,5511.25,0.74484,0.4713,0.89679,0.96376,0.92967,0.97421,0.81116,0.60842,0.37079,0.8704,0.004456,0.004456,0.004456
170,5548.05,0.74981,0.47579,0.89679,0.96381,0.93011,0.97434,0.81122,0.60823,0.37093,0.87031,0.004423,0.004423,0.004423
171,5585.15,0.74492,0.47102,0.89699,0.96408,0.93047,0.97439,0.81122,0.60828,0.37113,0.87022,0.00439,0.00439,0.00439
172,5622.19,0.74178,0.46867,0.89553,0.965,0.93014,0.97439,0.81245,0.60779,0.37086,0.87007,0.004357,0.004357,0.004357
173,5658.93,0.74381,0.46606,0.89457,0.96507,0.93052,0.97452,0.8129,0.60781,0.37075,0.8701,0.004324,0.004324,0.004324
174,5695.95,0.74183,0.46695,0.89463,0.96494,0.93061,0.97457,0.81294,0.60764,0.37047,0.86997,0.004291,0.004291,0.004291
175,5733.5,0.73791,0.46666,0.89594,0.96428,0.93088,0.97452,0.81332,0.60748,0.37069,0.86997,0.004258,0.004258,0.004258
176,5770.36,0.7437,0.46851,0.89522,0.96491,0.93069,0.97453,0.81341,0.60729,0.37058,0.86992,0.004225,0.004225,0.004225
177,5808.44,0.73682,0.46437,0.89359,0.96507,0.93057,0.97451,0.81289,0.60722,0.37076,0.86993,0.004192,0.004192,0.004192
178,5846.31,0.73904,0.46987,0.89565,0.967,0.92842,0.97452,0.81314,0.60681,0.37086,0.86985,0.004159,0.004159,0.004159
179,5883.98,0.74061,0.46909,0.89546,0.96794,0.92785,0.97444,0.81378,0.60649,0.37061,0.86973,0.004126,0.004126,0.004126
180,5921.06,0.74367,0.47001,0.89836,0.96876,0.92721,0.97453,0.81536,0.6064,0.37059,0.86969,0.004093,0.004093,0.004093
181,5957.49,0.73307,0.46497,0.89234,0.96565,0.92721,0.97465,0.81492,0.6063,0.37024,0.86952,0.00406,0.00406,0.00406
182,5994.32,0.73678,0.46447,0.89391,0.96657,0.92952,0.97446,0.81454,0.60606,0.3701,0.86951,0.004027,0.004027,0.004027
183,6031.12,0.73439,0.46233,0.89408,0.9667,0.92985,0.97449,0.81227,0.60577,0.37047,0.86939,0.003994,0.003994,0.003994
184,6067.86,0.72919,0.46068,0.89303,0.96545,0.9314,0.97448,0.81386,0.60539,0.37008,0.86933,0.003961,0.003961,0.003961
185,6104.8,0.73433,0.46376,0.89533,0.96617,0.93253,0.9747,0.81284,0.60524,0.36997,0.86927,0.003928,0.003928,0.003928
186,6141.76,0.73141,0.4613,0.89227,0.96705,0.92947,0.97472,0.81307,0.60511,0.3696,0.86908,0.003895,0.003895,0.003895
187,6178.38,0.72849,0.45839,0.89115,0.96664,0.93174,0.97473,0.81498,0.60517,0.36955,0.86909,0.003862,0.003862,0.003862
188,6215.16,0.72364,0.45622,0.8887,0.95985,0.93624,0.97485,0.8152,0.60475,0.36938,0.86901,0.003829,0.003829,0.003829
189,6251.99,0.73062,0.46226,0.89133,0.96555,0.9333,0.97483,0.81513,0.60468,0.36963,0.86895,0.003796,0.003796,0.003796
190,6288.86,0.72568,0.45655,0.89285,0.95927,0.93799,0.9749,0.81516,0.60427,0.36961,0.86885,0.003763,0.003763,0.003763
191,6325.73,0.71981,0.45544,0.88857,0.95989,0.93725,0.97499,0.81547,0.60401,0.36953,0.86876,0.00373,0.00373,0.00373
